EmpiricialRegret,length_scale,K,method
0.09019027643527192,0.5,5,epsilon
0.06768189246011583,0.5,5,sh
0.22704980448097584,0.5,5,ucb
0.11935109282454232,0.5,5,ts
0.10504287529845296,0.5,5,epsilon
0.062117845256703795,0.5,5,sh
0.13832196074375142,0.5,5,ucb
0.20661330373368103,0.5,5,ts
0.19807481737282942,0.5,5,epsilon
0.06108813329121154,0.5,5,sh
0.07431384786453969,0.5,5,ucb
0.072876977395925,0.5,5,ts
0.1519722138854671,0.5,5,epsilon
0.06204099742246346,0.5,5,sh
0.29488520342643404,0.5,5,ucb
0.3552300532683198,0.5,5,ts
0.16912228124603104,0.5,5,epsilon
0.06796908927147818,0.5,5,sh
0.21224866136758458,0.5,5,ucb
0.1438081370447234,0.5,5,ts
0.2804258126340797,0.5,5,epsilon
0.06182149055631201,0.5,5,sh
0.21152859770793556,0.5,5,ucb
0.07476117783201684,0.5,5,ts
0.22439388126007812,0.5,5,epsilon
0.06238831228164896,0.5,5,sh
0.20307644123090723,0.5,5,ucb
0.14387823186966142,0.5,5,ts
0.2776807426995329,0.5,5,epsilon
0.06811097941698839,0.5,5,sh
0.11007714738899245,0.5,5,ucb
0.15792152307848104,0.5,5,ts
0.10515373811184965,0.5,5,epsilon
0.061393747218370424,0.5,5,sh
0.25301203901428504,0.5,5,ucb
0.2256914988793637,0.5,5,ts
0.12528351529101905,0.5,5,epsilon
0.0683727698683765,0.5,5,sh
0.2066645894208979,0.5,5,ucb
0.20492832261489394,0.5,5,ts
0.2093419126134576,0.5,5,epsilon
0.0609158334009433,0.5,5,sh
0.24400315557927998,0.5,5,ucb
0.2802850973766887,0.5,5,ts
0.25634291970471146,0.5,5,epsilon
0.06236508056752469,0.5,5,sh
0.2630432536409542,0.5,5,ucb
0.21125687659928716,0.5,5,ts
0.08558594214512512,0.5,5,epsilon
0.06042402282782,0.5,5,sh
0.30141355586069324,0.5,5,ucb
0.2627036569106203,0.5,5,ts
0.09146994854220131,0.5,5,epsilon
0.06124494103617283,0.5,5,sh
0.20712669853053786,0.5,5,ucb
0.4237369010329156,0.5,5,ts
0.14426658796359204,0.5,5,epsilon
0.06113626757860264,0.5,5,sh
0.1651524040746751,0.5,5,ucb
0.36033966763910813,0.5,5,ts
0.37290888788836507,0.5,5,epsilon
0.066444187186988,0.5,5,sh
0.18377716890188517,0.5,5,ucb
0.20847620002372919,0.5,5,ts
0.13576790066068198,0.5,5,epsilon
0.06158764683017872,0.5,5,sh
0.13464989989790804,0.5,5,ucb
0.2623873830037193,0.5,5,ts
0.10945185548007771,0.5,5,epsilon
0.061750125771363885,0.5,5,sh
0.2987058262545259,0.5,5,ucb
0.27752600291380913,0.5,5,ts
0.0884905562430953,0.5,5,epsilon
0.060578093030207246,0.5,5,sh
0.14659640453630923,0.5,5,ucb
0.09911244902598809,0.5,5,ts
0.1867737816778272,0.5,5,epsilon
0.07560144755060288,0.5,5,sh
0.3538332839022261,0.5,5,ucb
0.2274828314680975,0.5,5,ts
0.37445239730160124,0.5,5,epsilon
0.0625369700229274,0.5,5,sh
0.18435260970587852,0.5,5,ucb
0.16693807214040932,0.5,5,ts
0.18646171961322522,0.5,5,epsilon
0.06195894013624967,0.5,5,sh
0.16312756182367327,0.5,5,ucb
0.1448710085760449,0.5,5,ts
0.09842863658153612,0.5,5,epsilon
0.06203684464519824,0.5,5,sh
0.2790615935105901,0.5,5,ucb
0.19530445705644028,0.5,5,ts
0.10861397424857641,0.5,5,epsilon
0.06786361540809657,0.5,5,sh
0.14320957355239575,0.5,5,ucb
0.2052440054480874,0.5,5,ts
0.15821102050993988,0.5,5,epsilon
0.06223647265246944,0.5,5,sh
0.18563766448771007,0.5,5,ucb
0.24886945728235826,0.5,5,ts
0.3093584358022493,0.5,5,epsilon
0.061665558501885286,0.5,5,sh
0.1959936359159458,0.5,5,ucb
0.2571166530303204,0.5,5,ts
0.2504881171477666,0.5,5,epsilon
